index,field,pv,value,record_type
782,error_sum,SR09S-PC-HSTR-02:ERCSUM,0,ai
782,state,SR09S-PC-HSTR-02:STATE,2,ai
783,error_sum,SR09S-PC-VSTR-02:ERCSUM,0,ai
783,state,SR09S-PC-VSTR-02:STATE,2,ai
795,enabled,SR09C-DI-EBPM-01:CF:ENABLED_S,1,ai
803,offset,SR09A-PC-Q1D-01:OFFSET1,0,ai
806,error_sum,SR09A-PC-HSTR-01:ERCSUM,0,ai
806,error_sum,SR09A-PC-VSTR-01:ERCSUM,0,ai
806,state,SR09A-PC-HSTR-01:STATE,2,ai
806,state,SR09A-PC-VSTR-01:STATE,2,ai
809,offset,SR09A-PC-Q2D-02:OFFSET1,0,ai
811,offset,SR09A-PC-Q3D-03:OFFSET1,0,ai
814,error_sum,SR09A-PC-HSTR-02:ERCSUM,0,ai
814,error_sum,SR09A-PC-VSTR-02:ERCSUM,0,ai
814,state,SR09A-PC-HSTR-02:STATE,2,ai
814,state,SR09A-PC-VSTR-02:STATE,2,ai
817,enabled,SR09C-DI-EBPM-02:CF:ENABLED_S,1,ai
823,enabled,SR09C-DI-EBPM-03:CF:ENABLED_S,1,ai
826,error_sum,SR09A-PC-HSTR-03:ERCSUM,0,ai
826,error_sum,SR09A-PC-VSTR-03:ERCSUM,0,ai
826,state,SR09A-PC-HSTR-03:STATE,2,ai
826,state,SR09A-PC-VSTR-03:STATE,2,ai
831,enabled,SR09C-DI-EBPM-04:CF:ENABLED_S,1,ai
834,error_sum,SR09A-PC-HSTR-04:ERCSUM,0,ai
834,error_sum,SR09A-PC-VSTR-04:ERCSUM,0,ai
834,state,SR09A-PC-HSTR-04:STATE,2,ai
834,state,SR09A-PC-VSTR-04:STATE,2,ai
840,error_sum,SR09A-PC-HSTR-05:ERCSUM,0,ai
840,error_sum,SR09A-PC-VSTR-05:ERCSUM,0,ai
840,state,SR09A-PC-HSTR-05:STATE,2,ai
840,state,SR09A-PC-VSTR-05:STATE,2,ai
845,enabled,SR09C-DI-EBPM-05:CF:ENABLED_S,1,ai
850,error_sum,SR09A-PC-HSTR-06:ERCSUM,0,ai
850,error_sum,SR09A-PC-VSTR-06:ERCSUM,0,ai
850,state,SR09A-PC-HSTR-06:STATE,2,ai
850,state,SR09A-PC-VSTR-06:STATE,2,ai
853,offset,SR09A-PC-Q3B-08:OFFSET1,0,ai
855,enabled,SR09C-DI-EBPM-06:CF:ENABLED_S,1,ai
857,offset,SR09A-PC-Q2B-09:OFFSET1,0,ai
860,error_sum,SR09A-PC-HSTR-07:ERCSUM,0,ai
860,error_sum,SR09A-PC-VSTR-07:ERCSUM,0,ai
860,state,SR09A-PC-HSTR-07:STATE,2,ai
860,state,SR09A-PC-VSTR-07:STATE,2,ai
863,offset,SR09A-PC-Q1B-10:OFFSET1,0,ai
865,enabled,SR09C-DI-EBPM-07:CF:ENABLED_S,1,ai
915,enabled,SR10C-DI-EBPM-01:CF:ENABLED_S,1,ai
917,offset,SR10A-PC-Q1B-01:OFFSET1,0,ai
920,error_sum,SR10A-PC-HSTR-01:ERCSUM,0,ai
920,error_sum,SR10A-PC-VSTR-01:ERCSUM,0,ai
920,state,SR10A-PC-HSTR-01:STATE,2,ai
920,state,SR10A-PC-VSTR-01:STATE,2,ai
923,offset,SR10A-PC-Q2B-02:OFFSET1,0,ai
925,offset,SR10A-PC-Q3B-03:OFFSET1,0,ai
928,error_sum,SR10A-PC-HSTR-02:ERCSUM,0,ai
928,error_sum,SR10A-PC-VSTR-02:ERCSUM,0,ai
928,state,SR10A-PC-HSTR-02:STATE,2,ai
928,state,SR10A-PC-VSTR-02:STATE,2,ai
931,enabled,SR10C-DI-EBPM-02:CF:ENABLED_S,1,ai
937,enabled,SR10C-DI-EBPM-03:CF:ENABLED_S,1,ai
940,error_sum,SR10A-PC-HSTR-03:ERCSUM,0,ai
940,error_sum,SR10A-PC-VSTR-03:ERCSUM,0,ai
940,state,SR10A-PC-HSTR-03:STATE,2,ai
940,state,SR10A-PC-VSTR-03:STATE,2,ai
945,enabled,SR10C-DI-EBPM-04:CF:ENABLED_S,1,ai
948,error_sum,SR10A-PC-HSTR-04:ERCSUM,0,ai
948,error_sum,SR10A-PC-VSTR-04:ERCSUM,0,ai
948,state,SR10A-PC-HSTR-04:STATE,2,ai
948,state,SR10A-PC-VSTR-04:STATE,2,ai
954,error_sum,SR10A-PC-HSTR-05:ERCSUM,0,ai
954,error_sum,SR10A-PC-VSTR-05:ERCSUM,0,ai
954,state,SR10A-PC-HSTR-05:STATE,2,ai
954,state,SR10A-PC-VSTR-05:STATE,2,ai
959,enabled,SR10C-DI-EBPM-05:CF:ENABLED_S,1,ai
964,error_sum,SR10A-PC-HSTR-06:ERCSUM,0,ai
964,error_sum,SR10A-PC-VSTR-06:ERCSUM,0,ai
964,state,SR10A-PC-HSTR-06:STATE,2,ai
964,state,SR10A-PC-VSTR-06:STATE,2,ai
967,offset,SR10A-PC-Q3B-08:OFFSET1,0,ai
969,enabled,SR10C-DI-EBPM-06:CF:ENABLED_S,1,ai
971,offset,SR10A-PC-Q2B-09:OFFSET1,0,ai
974,error_sum,SR10A-PC-HSTR-07:ERCSUM,0,ai
974,error_sum,SR10A-PC-VSTR-07:ERCSUM,0,ai
974,state,SR10A-PC-HSTR-07:STATE,2,ai
974,state,SR10A-PC-VSTR-07:STATE,2,ai
977,offset,SR10A-PC-Q1B-10:OFFSET1,0,ai
979,enabled,SR10C-DI-EBPM-07:CF:ENABLED_S,1,ai
993,enabled,SR11C-DI-EBPM-01:CF:ENABLED_S,1,ai
995,offset,SR11A-PC-Q1B-01:OFFSET1,0,ai
998,error_sum,SR11A-PC-HSTR-01:ERCSUM,0,ai
998,error_sum,SR11A-PC-VSTR-01:ERCSUM,0,ai
998,state,SR11A-PC-HSTR-01:STATE,2,ai
998,state,SR11A-PC-VSTR-01:STATE,2,ai
1001,offset,SR11A-PC-Q2B-02:OFFSET1,0,ai
1003,offset,SR11A-PC-Q3B-03:OFFSET1,0,ai
1006,error_sum,SR11A-PC-HSTR-02:ERCSUM,0,ai
1006,error_sum,SR11A-PC-VSTR-02:ERCSUM,0,ai
1006,state,SR11A-PC-HSTR-02:STATE,2,ai
1006,state,SR11A-PC-VSTR-02:STATE,2,ai
1009,enabled,SR11C-DI-EBPM-02:CF:ENABLED_S,1,ai
1015,enabled,SR11C-DI-EBPM-03:CF:ENABLED_S,1,ai
1018,error_sum,SR11A-PC-HSTR-03:ERCSUM,0,ai
1018,error_sum,SR11A-PC-VSTR-03:ERCSUM,0,ai
1018,state,SR11A-PC-HSTR-03:STATE,2,ai
1018,state,SR11A-PC-VSTR-03:STATE,2,ai
1023,enabled,SR11C-DI-EBPM-04:CF:ENABLED_S,1,ai
1026,error_sum,SR11A-PC-HSTR-04:ERCSUM,0,ai
1026,error_sum,SR11A-PC-VSTR-04:ERCSUM,0,ai
1026,state,SR11A-PC-HSTR-04:STATE,2,ai
1026,state,SR11A-PC-VSTR-04:STATE,2,ai
1039,enabled,SR11C-DI-EBPM-05:CF:ENABLED_S,1,ai
1044,error_sum,SR11A-PC-HSTR-06:ERCSUM,0,ai
1044,error_sum,SR11A-PC-VSTR-06:ERCSUM,0,ai
